PIDM,Cohort,SEX,Degree,Major 1,1st Year GPA,Dorm,1st Year Retention,College,Total Earned Hours,SAT,Major 2,Advisor
1258,202209F,M,BS,Information Systems & Ops Mgmt,3.33,Commuter,1,DSB,57,,,40.0
1259,202209F,F,BS,Nursing,3.94,Campion Hall,1,EGAN,49,,,20.0
1260,202209F,M,BS,Finance,3.36,Commuter,1,DSB,45,,,62.0
1261,202209F,M,BS,Mechanical Engineering,3.33,Commuter,1,SEC,49,,,14.0
1262,202209F,M,BA,Politics,2.76,Gonzaga Hall,1,CAS,45,,,147.0
1263,202209F,M,BS,Mathematics,0.18,Gonzaga Hall,0,CAS,3,,,0.0
1264,202209F,M,BS,DSB Undeclared,3.65,Campion Hall,1,DSB,51,,,54.0
1265,202209F,M,BS,Accounting,3.4,Gonzaga Hall,1,DSB,45,,Finance,16.0
1266,202209F,M,BS,Mechanical Engineering,3.56,Commuter,1,SEC,52,,,90.0
1267,202209F,F,BS,Nursing,3.84,Gonzaga Hall,1,EGAN,52,1340.0,,84.0
1268,202209F,F,BS,Nursing,3.3,Gonzaga Hall,1,EGAN,54,,,0.0
1269,202209F,M,BS,DSB Undeclared,3.07,Regis Hall,1,DSB,42,,,61.0
1270,202209F,M,BS,Management,2.78,Regis Hall,1,DSB,45,,,0.0
1271,202209F,F,BS,Psychology,3.62,Regis Hall,1,CAS,45,,,65.0
1272,202209F,F,BA,Communication,3.87,Regis Hall,0,CAS,36,,,34.0
1273,202209F,F,BS,Psychology,3.46,Loyola Hall,1,CAS,50,,,152.0
1274,202209F,F,BA,Program on the Environment,3.0,Commuter,1,CAS,48,1290.0,,22.0
1275,202209F,F,BS,Psychology,3.91,Loyola Hall,1,CAS,47,,,87.0
1276,202209F,F,BA,Undeclared,3.86,Gonzaga Hall,1,CAS,51,,,38.0
1277,202209F,M,BS,Business Analytics,3.78,Regis Hall,1,DSB,45,,,3.0
1278,202209F,F,BA,Undeclared,3.67,Regis Hall,1,CAS,45,,,0.0
1279,202209F,M,BS,DSB Undeclared,2.75,Loyola Hall,0,DSB,12,,,0.0
1280,202209F,M,BS,DSB Undeclared,2.76,Jogues Hall,1,DSB,42,,,68.0
1281,202209F,F,BS,Nursing,4.0,Jogues Hall,0,EGAN,45,,,0.0
1282,202209F,F,BS,Nursing,3.44,Loyola Hall,1,EGAN,49,,,0.0
1283,202209F,F,BS,Nursing,3.28,Regis Hall,1,EGAN,52,,,0.0
1284,202209F,F,BS,Nursing,3.56,Regis Hall,1,EGAN,48,,,84.0
1285,202209F,F,BA,Undeclared,2.93,Loyola Hall,1,CAS,42,,,0.0
1286,202209F,F,BS,Nursing,3.43,Campion Hall,1,EGAN,48,,,67.0
1287,202209F,F,BA,Communication,3.42,Campion Hall,1,CAS,45,1210.0,,18.0
1288,202209F,F,BA,Politics,3.18,Gonzaga Hall,1,CAS,45,,,61.0
1289,202209F,F,BS,DSB Undeclared,3.02,Loyola Hall,1,DSB,45,,,36.0
1290,202209F,F,BS,Finance,3.82,Gonzaga Hall,1,DSB,55,1320.0,,2.0
1291,202209F,F,BS,Nursing,3.43,Gonzaga Hall,1,EGAN,44,,,0.0
1292,202209F,F,BS,Accounting,3.69,Gonzaga Hall,1,DSB,45,,,58.0
1293,202209F,F,BS,Nursing,3.96,Loyola Hall,1,EGAN,59,,,20.0
1294,202209F,F,BS,Nursing,3.98,Jogues Hall,1,EGAN,50,,,0.0
1295,202209F,F,BS,Social Work,3.69,Regis Hall,0,EGAN,20,1360.0,,0.0
1296,202209F,M,BS,DSB Undeclared,3.69,Loyola Hall,1,DSB,45,,,3.0
1297,202209F,F,BS,Finance,3.82,Campion Hall,1,DSB,45,,,58.0
1298,202209F,F,BS,Nursing,3.61,Gonzaga Hall,1,EGAN,49,,,0.0
1299,202209F,M,BS,Public Health,2.86,Loyola Hall,1,EGAN,42,980.0,,15.0
1300,202209F,F,BS,Psychology,3.29,Regis Hall,1,CAS,45,,,164.0
1301,202209F,F,BS,DSB Undeclared,3.27,Regis Hall,0,DSB,15,,,25.0
1302,202209F,F,BS,Psychology,3.88,Loyola Hall,1,CAS,58,,,86.0
1303,202209F,F,BS,DSB Undeclared,3.81,Loyola Hall,1,DSB,63,,,73.0
1304,202209F,M,BS,Biology,3.32,Loyola Hall,1,CAS,46,,,19.0
1305,202209F,M,BA,Visual & Performing Arts,1.84,Regis Hall,1,CAS,31,,,128.0
1306,202209F,F,BS,Marketing,3.84,Gonzaga Hall,1,DSB,45,,,4.0
1307,202209F,F,BS,Nursing,4.0,Campion Hall,1,EGAN,59,1310.0,,20.0
1308,202209F,F,BA,International Studies,3.77,Jogues Hall,0,CAS,30,,,0.0
1309,202209F,M,BS,DSB Undeclared,3.2,Loyola Hall,1,DSB,45,1200.0,,13.0
1310,202209F,F,BS,DSB Undeclared,4.0,Jogues Hall,1,DSB,45,,,70.0
1311,202209F,F,BS,Electrical and Computer Engineering,3.22,Regis Hall,1,SEC,52,,,159.0
1312,202209F,M,BA,Undeclared,3.37,Loyola Hall,0,CAS,30,1170.0,,0.0
1313,202209F,F,BA,Politics,3.96,Regis Hall,1,CAS,45,,,39.0
1314,202209F,M,BS,Finance,3.64,Regis Hall,1,DSB,45,1190.0,,13.0
1315,202209F,M,BS,International Business,3.35,Jogues Hall,1,DSB,45,1370.0,,109.0
1316,202209F,F,BS,Management,3.64,Loyola Hall,1,DSB,45,,,53.0
1317,202209F,F,BA,Psychology,2.84,Loyola Hall,1,CAS,46,,,86.0
1318,202209F,F,BS,Biology,3.35,Campion Hall,1,CAS,49,,,0.0
1319,202209F,F,BS,DSB Undeclared,3.6,Jogues Hall,1,DSB,45,,,89.0
1320,202209F,F,BS,Nursing,2.97,Gonzaga Hall,1,EGAN,57,,,0.0
1321,202209F,F,BS,International Business,3.93,Jogues Hall,1,DSB,49,,,73.0
1322,202209F,F,BA,Communication,3.18,Regis Hall,1,CAS,45,,,18.0
1323,202209F,F,BS,Finance,3.81,Jogues Hall,1,DSB,61,1500.0,,63.0
1324,202209F,M,BS,DSB Undeclared,3.8,Jogues Hall,1,DSB,48,,,0.0
1325,202209F,M,BS,International Business,3.53,Loyola Hall,1,DSB,48,,,109.0
1326,202209F,F,BS,Computer Science,3.66,Gonzaga Hall,1,SEC,51,1260.0,,0.0
1327,202209F,F,BS,Nursing,3.46,Regis Hall,1,EGAN,52,,,0.0
1328,202209F,F,BA,Undeclared,3.6,Loyola Hall,1,CAS,48,,,4.0
1329,202209F,M,BS,Mechanical Engineering,1.24,Campion Hall,0,SEC,10,,,0.0
1330,202209F,M,BA,English,3.36,Regis Hall,1,CAS,46,1190.0,,109.0
1331,202209F,F,BS,Biology,3.29,Campion Hall,1,CAS,58,1360.0,,60.0
1332,202209F,M,BS,Finance,3.64,Loyola Hall,1,DSB,42,1110.0,,0.0
1333,202209F,F,BS,Marketing,3.79,Gonzaga Hall,1,DSB,48,,,0.0
1334,202209F,M,BS,DSB Undeclared,3.44,Jogues Hall,1,DSB,45,1350.0,,4.0
1335,202209F,M,BS,Finance,3.45,Gonzaga Hall,1,DSB,46,,,89.0
1336,202209F,M,BS,Finance,3.65,Gonzaga Hall,1,DSB,54,1220.0,,62.0
1337,202209F,M,BS,DSB Undeclared,3.49,Regis Hall,1,DSB,45,,,73.0
1338,202209F,F,BA,Digital Journalism,3.53,Regis Hall,0,CAS,30,,,0.0
1339,202209F,M,BS,DSB Undeclared,2.92,Jogues Hall,1,DSB,48,,,69.0
1340,202209F,M,BS,Mechanical Engineering,3.85,Jogues Hall,1,SEC,63,,,90.0
1341,202209F,M,BS,Nursing,3.92,Campion Hall,1,EGAN,49,,,0.0
1342,202209F,F,BS,Nursing,3.77,Regis Hall,1,EGAN,49,,,51.0
1343,202209F,F,BS,International Business,3.85,Jogues Hall,1,DSB,51,,,0.0
1344,202209F,F,BS,DSB Undeclared,3.78,Jogues Hall,1,DSB,60,1420.0,,0.0
1345,202209F,M,BS,Management,3.31,Jogues Hall,1,DSB,49,,,74.0
1346,202209F,F,BS,Mechanical Engineering,3.1,Campion Hall,1,SEC,52,,,14.0
1347,202209F,M,BS,Accounting,3.86,Jogues Hall,1,DSB,66,1270.0,,0.0
1348,202209F,M,BS,Accounting,3.71,Regis Hall,1,DSB,48,,,122.0
1349,202209F,F,BA,Communication,1.29,Regis Hall,0,CAS,12,,,34.0
1350,202209F,F,BS,Nursing,3.36,Loyola Hall,1,EGAN,49,,,97.0
1351,202209F,M,BS,Finance,2.67,Jogues Hall,1,DSB,45,1360.0,,66.0
1352,202209F,M,BS,Computer Science,3.12,Campion Hall,1,SEC,48,1310.0,,0.0
1353,202209F,F,BS,Psychology,3.62,Campion Hall,1,CAS,56,,,87.0
1354,202209F,F,BS,Psychology,3.37,Gonzaga Hall,1,CAS,47,,,152.0
1355,202209F,F,BS,DSB Undeclared,3.47,Gonzaga Hall,1,DSB,45,,,0.0
1356,202209F,M,BA,Undeclared,3.13,Gonzaga Hall,1,CAS,45,1150.0,,163.0
1357,202209F,F,BA,Visual & Performing Arts,2.98,Loyola Hall,1,CAS,48,,,56.0
1358,202209F,M,BS,Finance,3.76,Loyola Hall,1,DSB,49,,,54.0
1359,202209F,F,BA,Undeclared,3.89,Loyola Hall,1,CAS,48,,,39.0
1360,202209F,F,BS,Finance,3.9,Jogues Hall,0,DSB,30,,,53.0
1361,202209F,M,BS,Finance,3.47,Loyola Hall,1,DSB,46,,,89.0
1362,202209F,F,BS,DSB Undeclared,3.49,Loyola Hall,1,DSB,45,,,63.0
1363,202209F,F,BS,DSB Undeclared,3.73,Regis Hall,1,DSB,48,,,16.0
1364,202209F,F,BA,Sociology and Anthropology,3.26,Campion Hall,1,CAS,45,,,95.0
1365,202209F,F,BS,Nursing,2.99,Regis Hall,1,EGAN,45,,,121.0
1366,202209F,F,BS,Nursing,3.76,Regis Hall,1,EGAN,48,,,84.0
1367,202209F,F,BS,Finance,3.09,Loyola Hall,1,DSB,48,,,73.0
1368,202209F,M,BS,SOE Undeclared,3.68,Jogues Hall,1,SEC,61,,,0.0
1369,202209F,F,BS,Nursing,3.67,Loyola Hall,0,EGAN,33,,,0.0
1370,202209F,F,BA,History,3.33,Campion Hall,1,CAS,45,,,32.0
1371,202209F,F,BS,Nursing,3.73,Campion Hall,1,EGAN,52,,,97.0
1372,202209F,F,BS,Management,3.57,Gonzaga Hall,0,DSB,30,,,0.0
1373,202209F,M,BS,Finance,3.16,Campion Hall,1,DSB,57,,,73.0
1374,202209F,F,BS,Marketing,3.4,Regis Hall,1,DSB,45,,,0.0
1375,202209F,F,BS,Psychology,2.89,Regis Hall,1,CAS,46,,,86.0
1376,202209F,M,BS,Management,2.71,Jogues Hall,1,DSB,45,1300.0,,6.0
1377,202209F,M,BA,Undeclared,,Regis Hall,0,CAS,0,,,
1378,202209F,M,BS,DSB Undeclared,3.05,Loyola Hall,1,DSB,45,1250.0,,0.0
1379,202209F,F,BS,Biology,3.37,Campion Hall,1,CAS,66,1310.0,,81.0
1380,202209F,F,BA,Undeclared,2.78,Gonzaga Hall,1,CAS,45,,,49.0
1381,202209F,F,BS,Nursing,2.75,Loyola Hall,0,EGAN,19,,,0.0
1382,202209F,F,BA,Undeclared,3.26,Gonzaga Hall,1,CAS,42,,,59.0
1383,202209F,F,BS,Public Health,3.3,Regis Hall,1,EGAN,46,,,131.0
1384,202209F,M,BS,DSB Undeclared,3.55,Regis Hall,0,DSB,33,,,5.0
1385,202209F,F,BS,Marketing,3.74,Loyola Hall,1,DSB,43,,,138.0
1386,202209F,F,BA,Undeclared,2.9,Campion Hall,1,CAS,59,,,0.0
1387,202209F,F,BS,Management,2.96,Jogues Hall,1,DSB,45,,,0.0
1388,202209F,M,BS,Nursing,2.91,Campion Hall,1,EGAN,59,,,156.0
1389,202209F,F,BS,Biology,3.25,Commuter,1,CAS,64,,,112.0
1390,202209F,F,BA,English,3.16,Jogues Hall,1,CAS,54,,,119.0
1391,202209F,M,BS,Finance,3.87,Jogues Hall,1,DSB,49,,,53.0
1392,202209F,F,BS,Psychology,3.81,Loyola Hall,1,CAS,60,1340.0,,87.0
1393,202209F,M,BS,Finance,3.8,Loyola Hall,1,DSB,45,,,66.0
1394,202209F,F,BA,Communication,4.0,Jogues Hall,1,CAS,57,1360.0,,49.0
1395,202209F,F,BS,Finance,4.0,Gonzaga Hall,1,DSB,51,,,66.0
1396,202209F,M,BS,Finance,3.83,Campion Hall,1,DSB,48,1210.0,,66.0
1397,202209F,F,BS,Nursing,3.22,Campion Hall,1,EGAN,45,,,51.0
1398,202209F,M,BS,DSB Undeclared,3.82,Loyola Hall,1,DSB,55,1290.0,,80.0
1399,202209F,M,BS,Finance,3.17,Jogues Hall,0,DSB,30,,,66.0
1400,202209F,M,BS,Mechanical Engineering,3.05,Gonzaga Hall,1,SEC,59,,,120.0
1401,202209F,F,BA,Visual & Performing Arts,3.53,Loyola Hall,1,CAS,45,,,37.0
1402,202209F,F,BA,Visual & Performing Arts,3.69,Gonzaga Hall,1,CAS,51,,,128.0
1403,202209F,M,BS,Accounting,2.31,Jogues Hall,1,DSB,45,,,0.0
1404,202209F,F,BA,Communication,3.0,Regis Hall,1,CAS,45,,,34.0
1405,202209F,M,BS,Finance,3.31,Jogues Hall,1,DSB,45,,,13.0
1406,202209F,M,BS,Business Analytics,3.75,Jogues Hall,1,DSB,57,1400.0,,80.0
1407,202209F,M,BS,Biology,2.76,Regis Hall,0,CAS,21,1340.0,,0.0
1408,202209F,M,BS,Accounting,3.96,Jogues Hall,1,DSB,46,1270.0,,0.0
1409,202209F,M,BS,Finance,3.43,Jogues Hall,1,DSB,45,,,89.0
1410,202209F,F,BS,Nursing,3.69,Regis Hall,1,EGAN,56,1350.0,,51.0
1411,202209F,M,BS,DSB Undeclared,3.22,Jogues Hall,1,DSB,45,,,73.0
1412,202209F,M,BS,DSB Undeclared,3.49,Regis Hall,1,DSB,45,,,70.0
1413,202209F,M,BS,Finance,3.76,Regis Hall,1,DSB,45,,,116.0
1414,202209F,F,BS,Marketing,3.71,Campion Hall,1,DSB,45,1250.0,,98.0
1415,202209F,F,BA,Communication,3.48,Regis Hall,1,CAS,46,,,18.0
1416,202209F,F,BS,Nursing,3.19,Gonzaga Hall,1,EGAN,50,,,0.0
1417,202209F,M,BS,Finance,3.15,Jogues Hall,1,DSB,48,,,89.0
1418,202209F,M,BS,Biomedical Engineering,2.49,Campion Hall,1,SEC,46,,,60.0
1419,202209F,M,BA,Sports Media,2.82,Jogues Hall,1,CAS,45,,,18.0
1420,202209F,M,BS,Psychology,3.29,Jogues Hall,1,CAS,44,1280.0,,73.0
1421,202209F,M,BS,DSB Undeclared,3.41,Jogues Hall,1,DSB,46,,,0.0
1422,202209F,M,BS,Mechanical Engineering,3.27,Campion Hall,1,SEC,52,1140.0,,0.0
1423,202209F,M,BS,Finance,3.53,Regis Hall,1,DSB,30,,,66.0
1424,202209F,M,BS,Accounting,3.13,Jogues Hall,1,DSB,45,,,38.0
1425,202209F,F,BS,Nursing,3.77,Jogues Hall,1,EGAN,61,1340.0,,0.0
1426,202209F,F,BS,Psychology,3.92,Campion Hall,1,CAS,54,,,86.0
1427,202209F,F,BS,Nursing,3.9,Regis Hall,1,EGAN,49,,,0.0
1428,202209F,M,BA,Undeclared,2.46,Regis Hall,1,CAS,36,,,0.0
1429,202209F,F,BS,Nursing,3.74,Gonzaga Hall,1,EGAN,49,,,0.0
1430,202209F,M,BS,Management,2.98,Gonzaga Hall,1,DSB,45,,,41.0
1431,202209F,F,BS,Psychology,3.98,Jogues Hall,1,CAS,50,1300.0,,87.0
1432,202209F,F,BS,International Business,4.0,Regis Hall,1,DSB,63,,,125.0
1433,202209F,F,BS,Psychology,3.24,Jogues Hall,1,CAS,45,,,0.0
1434,202209F,M,BS,Electrical and Computer Engineering,3.06,Campion Hall,1,SEC,52,,,139.0
1435,202209F,M,BS,Finance,3.95,Jogues Hall,1,DSB,60,,Accounting,59.0
1436,202209F,F,BS,Mechanical Engineering,3.34,Gonzaga Hall,1,SEC,52,,,120.0
1437,202209F,F,BS,Nursing,3.52,Campion Hall,1,EGAN,48,,,67.0
1438,202209F,F,BA,Communication,3.76,Loyola Hall,1,CAS,45,,,18.0
1439,202209F,F,BS,Business Analytics,3.29,Loyola Hall,1,DSB,45,,,44.0
1440,202209F,F,BS,Nursing,3.81,Jogues Hall,1,EGAN,66,1370.0,,0.0
1441,202209F,F,BS,Psychology,3.6,Loyola Hall,1,CAS,45,,,86.0
1442,202209F,F,BS,Psychology,0.0,Loyola Hall,0,CAS,0,,,
1443,202209F,F,BS,Nursing,3.4,Jogues Hall,1,EGAN,50,1260.0,,124.0
1444,202209F,F,BS,Marketing,3.72,Regis Hall,1,DSB,57,,,4.0
1445,202209F,M,BS,DSB Undeclared,3.85,Jogues Hall,1,DSB,48,,,41.0
1446,202209F,F,BS,Nursing,3.11,Regis Hall,1,EGAN,44,1030.0,,23.0
1447,202209F,M,BS,Finance,3.67,Gonzaga Hall,0,DSB,36,,,66.0
1448,202209F,F,BS,Marketing,2.93,Gonzaga Hall,0,DSB,27,,,15.0
1449,202209F,F,BS,Nursing,3.06,Gonzaga Hall,1,EGAN,51,,,97.0
1450,202209F,F,BA,Undeclared,3.07,Loyola Hall,1,CAS,44,,,131.0
1451,202209F,F,BA,Undeclared,3.33,Gonzaga Hall,0,CAS,33,,,65.0
1452,202209F,F,BA,Undeclared,3.31,Regis Hall,1,CAS,45,,,15.0
1453,202209F,M,BS,DSB Undeclared,3.81,Jogues Hall,1,DSB,48,1390.0,,53.0
1454,202209F,F,BA,Communication,3.92,Jogues Hall,1,CAS,52,,,0.0
1455,202209F,F,BA,Undeclared,3.27,Campion Hall,1,CAS,48,,,138.0
1456,202209F,M,BS,Finance,3.29,Gonzaga Hall,1,DSB,42,1320.0,,66.0
1457,202209F,F,BS,Accounting,3.83,Jogues Hall,1,DSB,68,1340.0,,0.0
1458,202209F,F,BS,Biology,3.74,Campion Hall,1,CAS,57,1280.0,,96.0
1459,202209F,F,BS,Nursing,3.79,Campion Hall,1,EGAN,49,,,0.0
1460,202209F,F,BA,Undeclared,3.62,Regis Hall,1,CAS,45,,,85.0
1461,202209F,M,BS,DSB Undeclared,3.56,Jogues Hall,1,DSB,48,1380.0,,122.0
1462,202209F,F,BA,Visual & Performing Arts,0.75,Campion Hall,0,CAS,6,,,12.0
1463,202209F,M,BS,Marketing,3.09,Jogues Hall,1,DSB,46,,,138.0
1464,202209F,M,BS,Finance,3.27,Loyola Hall,1,DSB,45,,,89.0
1465,202209F,F,BS,Marketing,4.0,Jogues Hall,1,DSB,62,,,105.0
1466,202209F,M,BS,Accounting,3.62,Jogues Hall,1,DSB,45,1370.0,,114.0
1467,202209F,F,BS,Nursing,2.84,Campion Hall,1,EGAN,48,,,67.0
1468,202209F,F,BS,Biology,2.85,Campion Hall,0,CAS,13,,,156.0
1469,202209F,F,BS,DSB Undeclared,3.61,Jogues Hall,1,DSB,46,,,73.0
1470,202209F,F,BA,Sociology and Anthropology,3.57,Gonzaga Hall,1,CAS,42,,,152.0
1471,202209F,M,BS,DSB Undeclared,2.78,Loyola Hall,1,DSB,45,,,40.0
1472,202209F,M,BS,Finance,3.51,Regis Hall,1,DSB,42,,,53.0
1473,202209F,M,BS,DSB Undeclared,3.6,Regis Hall,1,DSB,42,,,0.0
1474,202209F,F,BS,Nursing,3.01,Loyola Hall,1,EGAN,48,,,0.0
1475,202209F,F,BS,Psychology,3.44,Loyola Hall,1,CAS,45,,,0.0
1476,202209F,M,BS,Accounting,3.75,Jogues Hall,1,DSB,66,1380.0,,0.0
1477,202209F,F,BS,DSB Undeclared,2.93,Loyola Hall,0,DSB,15,,,61.0
1478,202209F,F,BS,DSB Undeclared,3.86,Gonzaga Hall,1,DSB,49,,,113.0
1479,202209F,F,BA,Undeclared,3.48,Regis Hall,0,CAS,31,,,133.0
1480,202209F,F,BS,Nursing,3.75,Jogues Hall,1,EGAN,52,,,124.0
1481,202209F,F,BS,Psychology,3.79,Jogues Hall,1,CAS,54,1400.0,,12.0
1482,202209F,F,BS,DSB Undeclared,3.48,Jogues Hall,1,DSB,63,,,2.0
1483,202209F,M,BS,SOE Undeclared,2.97,Campion Hall,1,SEC,52,1260.0,,0.0
1484,202209F,F,BS,Nursing,3.49,Loyola Hall,1,EGAN,45,,,4.0
1485,202209F,F,BS,Management,3.94,Loyola Hall,1,DSB,52,,,0.0
1486,202209F,F,BS,Nursing,3.73,Regis Hall,1,EGAN,51,,,0.0
1487,202209F,F,BS,DSB Undeclared,3.31,Regis Hall,1,DSB,45,,,4.0
1488,202209F,F,BS,DSB Undeclared,3.67,Campion Hall,1,DSB,39,,,8.0
1489,202209F,F,BS,DSB Undeclared,3.43,Gonzaga Hall,1,DSB,56,,,3.0
1490,202209F,M,BS,Finance,3.18,Gonzaga Hall,1,DSB,45,1370.0,,66.0
1491,202209F,F,BS,Nursing,3.59,Loyola Hall,1,EGAN,55,1300.0,,0.0
1492,202209F,F,BA,Communication,3.8,Regis Hall,1,CAS,45,,,18.0
1493,202209F,F,BA,Communication,3.87,Gonzaga Hall,1,CAS,51,,,41.0
1494,202209F,F,BA,Undeclared,3.08,Loyola Hall,0,CAS,12,,,0.0
1495,202209F,F,BS,Nursing,3.98,Campion Hall,1,EGAN,50,,,0.0
1496,202209F,F,BS,Finance,3.22,Regis Hall,1,DSB,46,,,62.0
1497,202209F,F,BS,DSB Undeclared,3.58,Jogues Hall,1,DSB,51,,,73.0
1498,202209F,F,BS,Nursing,3.98,Jogues Hall,1,EGAN,59,1380.0,,124.0
1499,202209F,F,BS,Nursing,3.76,Regis Hall,1,EGAN,67,,,97.0
1500,202209F,M,BA,History,3.01,Loyola Hall,1,CAS,46,1300.0,,127.0
1501,202209F,F,BA,Politics,3.79,Jogues Hall,1,CAS,60,1360.0,,53.0
1502,202209F,F,BS,Nursing,3.53,Regis Hall,1,EGAN,52,,,0.0
1503,202209F,M,BS,Marketing,3.0,Campion Hall,0,DSB,43,,,98.0
1504,202209F,M,BS,Nursing,3.96,Regis Hall,1,EGAN,49,,,0.0
1505,202209F,M,BS,DSB Undeclared,3.85,Regis Hall,1,DSB,45,,,114.0
1506,202209F,F,BS,Biology,3.52,Campion Hall,1,CAS,51,1280.0,,81.0
1507,202209F,F,BS,Nursing,3.64,Loyola Hall,1,EGAN,60,1410.0,,0.0
1508,202209F,F,BS,Nursing,3.29,Gonzaga Hall,1,EGAN,52,,,0.0
1509,202209F,M,BS,Marketing,3.91,Gonzaga Hall,1,DSB,52,1350.0,,4.0
1510,202209F,F,BS,Nursing,3.98,Loyola Hall,1,EGAN,58,,,124.0
1511,202209F,M,BS,DSB Undeclared,3.44,Commuter,1,DSB,54,,,54.0
1512,202209F,M,BS,DSB Undeclared,2.82,Gonzaga Hall,1,DSB,51,,,3.0
1513,202209F,F,BA,Undeclared,3.78,Gonzaga Hall,1,CAS,51,1280.0,,106.0
1514,202209F,F,BA,Communication,3.89,Jogues Hall,1,CAS,45,,,34.0
1515,202209F,M,BS,Finance,3.44,Campion Hall,1,DSB,48,,,53.0
1516,202209F,F,BA,Undeclared,3.73,Regis Hall,1,CAS,45,1320.0,,138.0
1517,202209F,M,BS,Management,3.45,Campion Hall,1,DSB,45,1230.0,,113.0
1518,202209F,M,BS,Accounting,3.46,Regis Hall,1,DSB,58,,,0.0
1519,202209F,F,BS,DSB Undeclared,3.27,Campion Hall,1,DSB,45,,,73.0
1520,202209F,F,BS,Nursing,3.06,Gonzaga Hall,1,EGAN,55,,,0.0
1521,202209F,M,BA,Undeclared,2.56,Gonzaga Hall,1,CAS,45,1330.0,,88.0
1522,202209F,F,BS,Nursing,2.8,Campion Hall,1,EGAN,49,,,0.0
1523,202209F,F,BS,Psychology,2.37,Campion Hall,1,CAS,39,,,133.0
1524,202209F,F,BS,Marketing,3.78,Jogues Hall,1,DSB,51,1350.0,,98.0
1525,202209F,F,BA,Undeclared,3.32,Jogues Hall,1,CAS,46,1240.0,,0.0
1526,202209F,F,BS,Biology,3.42,Campion Hall,1,CAS,48,1320.0,,74.0
1527,202209F,F,BA,Undeclared,4.0,Gonzaga Hall,1,CAS,64,1410.0,,0.0
1528,202209F,F,BA,History,4.0,Jogues Hall,1,CAS,63,1330.0,,64.0
1529,202209F,F,BS,Finance,3.98,Loyola Hall,1,DSB,46,1370.0,,66.0
1530,202209F,M,BS,Undeclared,3.83,Campion Hall,1,CAS,55,,,112.0
1531,202209F,F,BS,Nursing,3.59,Gonzaga Hall,1,EGAN,49,,,0.0
1532,202209F,F,BS,Finance,3.57,Commuter,1,DSB,52,,Accounting,66.0
1533,202209F,F,BA,Undeclared,3.69,Jogues Hall,1,CAS,45,,,138.0
1534,202209F,F,BS,Public Health,3.83,Campion Hall,1,EGAN,52,,,131.0
1535,202209F,F,BS,Nursing,4.0,Gonzaga Hall,1,EGAN,55,1440.0,,0.0
1536,202209F,F,BS,Biomedical Engineering,3.85,Campion Hall,1,SEC,50,,,60.0
1537,202209F,M,BS,DSB Undeclared,3.48,Regis Hall,1,DSB,53,1350.0,,16.0
1538,202209F,M,BS,Mechanical Engineering,3.68,Jogues Hall,1,SEC,52,1290.0,,14.0
1539,202209F,M,BS,DSB Undeclared,1.7,Gonzaga Hall,0,DSB,27,,,72.0
1540,202209F,M,BS,Finance,1.26,Loyola Hall,0,DSB,22,1310.0,,70.0
1541,202209F,M,BA,History,3.86,Regis Hall,1,CAS,42,,,0.0
1542,202209F,F,BS,Psychology,3.38,Loyola Hall,1,CAS,47,,,152.0
1543,202209F,F,BS,Nursing,3.78,Campion Hall,1,EGAN,55,1340.0,,0.0
1544,202209F,F,BS,Nursing,3.34,Gonzaga Hall,1,EGAN,46,,,0.0
1545,202209F,F,BA,Undeclared,3.89,Regis Hall,1,CAS,45,,,0.0
1546,202209F,M,BS,Economics,3.5,Loyola Hall,1,DSB,43,1420.0,,89.0
1547,202209F,F,BA,Undeclared,3.58,Regis Hall,1,CAS,51,,,121.0
1548,202209F,F,BS,Biology,3.45,Campion Hall,1,CAS,71,,,81.0
1549,202209F,F,BS,Biology,3.65,Campion Hall,1,CAS,49,,,131.0
1550,202209F,F,BS,Nursing,3.73,Regis Hall,1,EGAN,49,1270.0,,51.0
1551,202209F,F,BS,Nursing,3.6,Regis Hall,1,EGAN,48,,,67.0
1552,202209F,M,BS,DSB Undeclared,2.24,Regis Hall,1,DSB,45,,,156.0
1553,202209F,F,BS,Marketing,3.73,Regis Hall,1,DSB,45,1390.0,,4.0
1554,202209F,F,BS,Nursing,3.54,Loyola Hall,1,EGAN,48,,,84.0
1555,202209F,M,BS,Management,3.22,Jogues Hall,1,DSB,45,,,0.0
1556,202209F,M,BS,Economics,3.42,Loyola Hall,1,DSB,51,,,0.0
1557,202209F,F,BS,Nursing,2.53,Loyola Hall,0,EGAN,30,,,0.0
1558,202209F,F,BS,Computer Science,3.73,Campion Hall,1,SEC,59,1160.0,,1.0
1559,202209F,M,BS,DSB Undeclared,3.4,Loyola Hall,1,DSB,45,1170.0,,69.0
1560,202209F,F,BS,Finance,3.4,Loyola Hall,0,DSB,30,,,66.0
1561,202209F,F,BS,DSB Undeclared,3.92,Regis Hall,1,DSB,48,,,4.0
1562,202209F,F,BS,DSB Undeclared,3.87,Regis Hall,1,DSB,45,1300.0,,0.0
1563,202209F,F,BS,Social Work,3.98,Jogues Hall,1,EGAN,67,1420.0,,137.0
1564,202209F,M,BS,DSB Undeclared,3.71,Regis Hall,1,DSB,52,1340.0,,89.0
1565,202209F,F,BS,Nursing,3.79,Jogues Hall,1,EGAN,51,,,0.0
1566,202209F,F,BA,Communication,3.38,Jogues Hall,1,CAS,48,,,134.0
